þStartfischer1 p33-6 ch7 4 steel brushed
Ch0:; 4379380; 5903017
Ch1:; 4367844; 5129263
Ch2:; 4352953; 5317360
Ch3:; 4360024; 4961425
Ch4:;      52;   64797
Ch5:;  249924; 2477010
Ch6:;  279262;  529031
Ch7:;  278131;  460131
Ch8:;  278599;  992436
V:;    1174

Ch0:; 4434701; 5759012
Ch1:; 4435334; 5107534
Ch2:; 4401693; 5263785
Ch3:; 4408277; 4911028
Ch4:;     119;   56603
Ch5:;  250254; 2508582
Ch6:;  281532;  533731
Ch7:;  281268;  444954
Ch8:;  280923;  991677
V:;    1442

Ch0:; 4438499; 5875908
Ch1:; 4440505; 5165109
Ch2:; 4408427; 5320484
Ch3:; 4404977; 4974077
Ch4:;       7;   64519
Ch5:;  250446; 3056288
Ch6:;  279598;  545170
Ch7:;  278622;  458236
Ch8:;  278372; 1025907
V:;    1202

Ch0:; 4435967; 5794578
Ch1:; 4435805; 5131180
Ch2:; 4411840; 5261418
Ch3:; 4406079; 4931037
Ch4:;      54;   55992
Ch5:;  252559; 3094839
Ch6:;  282959;  553036
Ch7:;  282035;  451593
Ch8:;  283108; 1038451
V:;    1396
Ch0:; 4438324; 5902386
Ch1:; 4441173; 5180457
Ch2:; 4405802; 5284490
Ch3:; 4411814; 4962412
Ch4:;      51;   60028
Ch5:;  252284; 3380697
Ch6:;  279535;  545213
Ch7:;  278775;  459341
Ch8:;  278825; 1028277
V:;    1462
Ch0:; 4433495; 5780585
Ch1:; 4438879; 5140487
Ch2:; 4409751; 5247438
Ch3:; 4407197; 4916460
Ch4:;     998;   56171
Ch5:;  253908; 3321755
Ch6:;  281091;  529251
Ch7:;  280404;  443943
Ch8:;  280955;  973352
V:;    1588
Ch0:; 4435609; 5889607
Ch1:; 4430317; 5160155
Ch2:; 4411229; 5293400
Ch3:; 4399360; 4949219
Ch4:;     432;   61668
Ch5:;  252971; 3878345
Ch6:;  279695;  550053
Ch7:;  278217;  473491
Ch8:;  278575; 1069678
V:;    1406
Ch0:; 4436379; 5779582
Ch1:; 4436790; 5144073
Ch2:; 4406973; 5293007
Ch3:; 4406525; 4959242
Ch4:;      24;   55418
Ch5:;  252718; 3746148
Ch6:;  280759;  532931
Ch7:;  279664;  448324
Ch8:;  279981;  971273
V:;    1226
Ch0:; 4441780; 5878687
Ch1:; 4438928; 5152243
Ch2:; 4405741; 5307032
Ch3:; 4405629; 4952572
Ch4:;      65;   61937
Ch5:;  252644; 4242911
Ch6:;  278960;  542513
Ch7:;  278801;  468942
Ch8:;  278882; 1028484
V:;    1320
Ch0:; 4435892; 5888501
Ch1:; 4436102; 5175771
Ch2:; 4404575; 5308146
Ch3:; 4405721; 4941503
Ch4:;      46;   60422
Ch5:;  253453; 4377794
Ch6:;  279065;  555807
Ch7:;  278853;  458822
Ch8:;  278899; 1049630
V:;    1598
